type,sweet molecule id,mol,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
sweet,10663,O=C(OC1C(OC2C(O)C(O)C(O)C(CO)O2)C(CC2C(O)C(O)C(O)C(CO)O2)C(O)C(CO)O1)C1(C)C2C(C)(C3C4(CC(=C)C(OC5C(OC6C(O)C(O)C(O)C(CO)O6)C(OC6C(O)C(O)C(O)C(CO)O6)C(O)C(CO)O5)(C4)CC3)CC2)CCC1,187.32895,0,0,3,5,31,0,0,0,181,20,51,89,51,264.82968,1.4631474,0,0,57,0,0,92,0,0,32,0,0,0.91974849,-2.9894559,-0.7188372,0.76617026,2.996896,-2.9615808,-0.6865958,0.56136638,3.0745988,-2.7406161,-0.59492904,0.8578648,3.2476852,122.60905,18,0.18367347,0,190,2,98,2,19,0.19387755,188,0,64.721794,49.339275,35.496025,35.943619,42.104668,30.757732,19.919165,20.275005,36,36,0.95721245,27,0,-0.79766965,-0.43649068,0.10972735,3.8258383,-0.95519328,-0.46503168,-0.005185039,3.8352501,-0.53830546,-0.28553516,0.22098543,4.0315413,40.108391,56.975208,28.581964,-6.3792095,-6.3792095,-0.99326581,0,1.647113,30.016119,0,14,14,1,0,71.763435,28.453672,12.971301,70.407166,27.909805,12.721449,22.079218,32,20,0,3,-8.1577797,-3.08041,28.979284,0,1,55,0,10,31,6,0,0,8.1930504,-8.1930504,0.033302501,0.042799242,221.31892,2.2085397,8.458519,76.126678,250.77013,88.250992,0,31.616989,0,0,0,271.33841,16.070677,25.037561,0.3427467,0.34711918,0.31522143,0.65725332,0.65288079,0.34203187,339.72964,344.06363,312.44666,651.46777,647.13379,339.02112,0.48148149,0.9285714,0,0,0,0,1,0,0,0,1,0,991.19739,0,0,0,991.19739,0,14,1,10,0,0,0.49438202,-8.8018999,507.70453,7.7454643,342.74109,125.55755,13.232388,3.185575,0,0,188.68405,98.752823,28.753,144.86098,507.70453,13.232388,201.06567,0,188.68405,133.30301,98.752823,523.20001,0.16730778,7.6147099,4.5831504,12.686649,991.19739,1250.0829,38.604481,0,0,0,590.49976,90.754753,309.9429,1289.3309,45046,192,502
sweet,10664,O=C(OC1C(OC2C(O)C(O)C(O)C(CO)O2)C(CC2C(O)C(O)C(O)C(CO)O2)C(O)C(CO)O1)C1(C)C2C(C)(C3C4(CC(=C)C(OC5C(OC6C(O)C(O)C(O)C(CO)O6)C(OC6C(O)C(O)C(O)C(CO)O6)C(O)C(CO)O5)(C4)CC3)CC2)CCC1,187.32895,0,0,3,5,31,0,0,0,181,20,51,89,51,264.82968,1.4631474,0,0,57,0,0,92,0,0,32,0,0,0.91974849,-2.9894559,-0.7188372,0.76617026,2.996896,-2.9615808,-0.6865958,0.56136638,3.0745988,-2.7406161,-0.59492904,0.8578648,3.2476852,122.60905,18,0.18367347,0,190,2,98,2,19,0.19387755,188,0,64.721794,49.339275,35.496025,35.943619,42.104668,30.757732,19.919165,20.275005,36,36,0.95721245,27,0,-0.79766965,-0.43649068,0.10972735,3.8258383,-0.95519328,-0.46503168,-0.005185039,3.8352501,-0.53830546,-0.28553516,0.22098543,4.0315413,40.108391,56.975208,28.581964,-6.3792095,-6.3792095,-0.99326581,0,1.647113,30.016119,0,14,14,1,0,71.763435,28.453672,12.971301,70.407166,27.909805,12.721449,22.079218,32,20,0,3,-8.1577797,-3.08041,28.979284,0,1,55,0,10,31,6,0,0,8.1930504,-8.1930504,0.033302501,0.042799242,221.31892,2.2085397,8.458519,76.126678,250.77013,88.250992,0,31.616989,0,0,0,271.33841,16.070677,25.037561,0.3427467,0.34711918,0.31522143,0.65725332,0.65288079,0.34203187,339.72964,344.06363,312.44666,651.46777,647.13379,339.02112,0.48148149,0.9285714,0,0,0,0,1,0,0,0,1,0,991.19739,0,0,0,991.19739,0,14,1,10,0,0,0.49438202,-8.8018999,507.70453,7.7454643,342.74109,125.55755,13.232388,3.185575,0,0,188.68405,98.752823,28.753,144.86098,507.70453,13.232388,201.06567,0,188.68405,133.30301,98.752823,523.20001,0.16730778,7.6147099,4.5831504,12.686649,991.19739,1250.0829,38.604481,0,0,0,590.49976,90.754753,309.9429,1289.3309,45046,192,502
sweet,14432,O=C(OC1C(O)C(O)C(O)C(CO)O1)C12C(C=3C(C)(C4(C)C(C5(C)C(C(C)(C)C(OC6C(OC7C(O)C(O)C(O)CO7)C(OC7C(O)C(O)C(O)C(CO)O7)C(O)C(C(=O)OCCCC)O6)CC5)CC4)CC=3)CC1)CC(C)(C)CC2,180.11096,0,0,3,5,21,0,0,0,172,12,33,80,51,240.63318,1.3990301,0,0,57,0,0,92,0,0,23,0,0,0.9918012,-3.027137,-0.48504785,0.60683316,2.9863133,-2.9648256,-0.55659568,0.47900358,3.069346,-2.7711973,-0.3877213,0.67467153,3.2427824,119.73505,14,0.15909091,0,180,3,88,4,16,0.18181819,177,0,58.395882,47.527409,37.670116,38.031921,37.548424,29.204166,21.296043,21.674034,27,27,0.88663417,26,0,-0.80608839,-0.40327284,0.093470119,3.9227488,-0.95544606,-0.39145052,-0.010175387,3.9769218,-0.54203445,-0.22945279,0.13645262,4.1378474,28.198715,40.544693,22.873705,2.8404617,2.8404617,-6.6079702,0,2.6024652,28.52352,0,14,14,1,0,64.473137,24.522245,11.368099,62.398983,23.723383,10.994616,18.503937,23,12,0,3,0.39247999,-9.3752699,27.825809,0,1,50,0,9,22,5,0,0,6.0581112,-6.0581112,0.049852215,0.054662865,431.59515,0,8.458519,69.492508,145.61919,73.542496,14.708499,18.017035,0,0,0,162.80305,32.141354,17.526293,0.54169935,0.23666368,0.21816388,0.45830065,0.7633363,0.24013677,527.56323,230.48773,212.4707,446.34088,743.41638,233.87018,0.5,1,0,0,0,0,1,0,0,0,1,0,973.90411,0,0,0,973.90411,0,13,1,9,0,0,0.55000001,-0.045200001,304.62271,15.490929,284.32782,83.705032,13.232388,3.185575,0,17.643185,226.42087,266.60812,27.557961,146.72342,304.62271,13.232388,140.78998,0,244.06406,99.195961,266.60812,359.97,0.18169519,7.4594316,4.5054555,12.377285,973.90411,1187.1908,44.660133,0,0,0,673.18237,93.258507,207.46318,1145.34,33511,176,456
non-sweet,7,O=C=O,3.3640001,1,1,0,0,2,0,0,0,3,0,2,3,0,2.7548876,0.91829586,0,0,1,0,0,0,0,0,2,0,0,2.5298221,-0.94518304,-0.43911746,0.25303277,1.1312677,-1.2174231,-0.50754106,0.16044104,0.7865231,-0.78051138,-0.26017046,0.42707044,1.2812114,1.916,0,0,0,2,2,2,0,0,0,0,0,2.7071068,1.3164966,0.5,0.70710677,1.4142135,0.40824831,0,0,0,0,1.0817566,2,0,-0.48628557,-0.3928183,0.046733633,0.83237022,-0.78001797,-0.46840599,-0.038694013,0.50911796,-0.32086492,-0.21362163,0.22052163,0.98156488,2.1901877,0,0,0.8605485,0.8605485,-0.72177464,0,1.3814288,0.83023429,0,14,14,1,0,3,2,0,1.264896,0.27878401,0,0.11754426,2,0,1,0,-0.56099999,0.60343999,0.85833335,0,1,0,1,0,0,0,0,0,0.37216935,-0.37216935,1,0.5,0,0,0,0,0,0,28.308455,0,0,0,27.133842,0,0,0,0.48940688,0.48940688,0,0.51059312,0.51059312,0.51059312,27.133842,27.133842,0,28.308455,28.308455,28.308455,0.5,1,0,0,0,0,1,0,0,0,1,0,55.442295,0,0,0,55.442295,0,1,0,0,0,0,0,-0.58350003,0,21.422035,47.724434,0,0,0,0,0,0,0,0.5007,47.724434,0,0,0,0,0,21.422035,0,34.139999,0.99107605,2,0.91829586,2.5,55.442295,40.682903,27.133842,0,0,0,0,28.308455,27.133842,44.008999,4,0,6
non-sweet,8,O=CO,4.6975861,1,1,0,0,2,0,0,0,5,2,4,3,0,7.6096406,1.5219281,0,0,1,0,0,2,0,0,2,0,0,1.9756047,-1.7407578,-0.50707018,0.48155582,1.7790294,-1.9104395,-0.48754093,0.50056034,1.5917103,-1.4895102,-0.35625026,0.59239405,2.0045745,3.1444139,0,0,0,4,1,2,0,0,0,3,0,2.7071068,1.4328122,0.57735026,0.70710677,1.4142135,0.49390116,0,0,0,0,1.0817566,2,0,-0.7059682,-0.39697674,0.12056857,1.1205804,-0.87149912,-0.39998433,0.12851468,0.97950357,-0.40490448,-0.21165276,0.17696695,1.3262132,2.1625366,4.2716503,1.2883058,-0.56129545,-0.46232811,0.39671183,0,0.95464069,0.94275951,-0.9985075,4.1745563,14,1.0112664,3.8794339,3,2,0,1.95075,0.833,0,0.54165822,2,1,1,0,-0.102,0.51734,0.95069873,0,1,0,1,0,0,0,0,0,0.38938189,-0.38938189,1,0.64355558,0,0,0,0,0,0,28.308455,0,0,13.566921,0,0,13.566921,0,0.24470344,0.48940688,0.24470344,0.75529653,0.51059312,0.51059312,13.566921,27.133842,13.566921,41.875374,28.308455,28.308455,0.5,1,0,0,0,0,1,0,0,0,1,0,55.442295,0,0,0,55.442295,0,1,0,0,0,0,0,-0.2992,0,0,46.065289,25.385227,0,0,0,0,0,0,0.86927998,23.862217,0,25.385227,0,0,0,0,22.203074,37.299999,0.99107605,2,0.91829586,2.5,55.442295,40.682903,0,0,0,0,0,28.308455,27.133842,46.024998,4,0,6
non-sweet,9,Cl,2.8467929,1,1,0,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,-1.0105152,-0.33683842,0.33683842,1.0105152,-0.63978446,0.054071855,0.74792814,1.4417844,-0.67946237,0.005679212,0.69082081,1.3759624,1.513207,0,0,0,1,0,0,0,0,0,1,0,0,1.2247449,0,0,0,0,0,0,0,0,1.4273441,0,0,-0.46762371,-0.15587457,0.15587457,0.46762371,-0.12887084,0.22437638,0.57762361,0.93087083,-0.15545981,0.18034673,0.51615328,0.85195982,0.32380596,1.0954993,0,-0.029323643,0.60466552,-0.25644547,0,0,0.57445586,-1,-14,14,1,28.82712,0,0,0,0,0,0,0,0,0,1,0,1.0319999,-0.96714997,0.75651455,0,1,0,1,0,0,0,0,0,0,0,0,0,41.168686,0,0,0,0,0,0,41.168686,0,0,0,0,0,0,1,0,0,0,1,0,41.168686,0,0,0,41.168686,0,0,0,0,0,0,0,1,0,0,0,1,0,41.168686,0,0,0,41.168686,0,0,1,0,0,0,1,0.80199999,0,0,0,0,0,0,0,0,0,52.501492,0.6965,0,0,0,0,0,0,0,52.501492,0,0,0,0,0,41.168686,24.838438,0,0,0,0,0,41.168686,0,36.460999,0,0,0
non-sweet,12,S,4.2335858,1,1,0,0,0,0,0,0,3,0,0,1,0,2.7548876,0.91829586,0,0,0,0,0,2,0,0,0,0,1,0,-1.4708253,-0.42494959,0.52293783,1.3728371,-1.2962621,-0.61055404,0.38045403,1.6767621,-0.99840933,-0.23980311,0.72536975,1.8971093,4.466414,0,0,0,2,0,0,0,0,0,2,0,0,1.5,0,0,0,0,0,0,0,0,1.2090409,0,0,-0.63726264,-0.25376201,0.1917503,0.6992743,-0.46317208,-0.43952402,0.049424022,1.0036721,-0.1398979,-0.0602993,0.38586596,1.1985979,1.323284,0.60263389,0,0.25296366,0.25308731,-0.25452513,0,0,0.8210541,-0.000312144,10.50551,14,1.0028358,0.000186118,0,0,0,0,0,0,0,0,0,1,0,-0.061999999,-0.70128,0.99387884,0,1,0,1,0,0,0,0,0,0,0,0,0,43.008404,0,0,0,0,0,0,43.008404,0,0,0,0,0,0,1,0,0,0,1,0,43.008404,0,0,0,43.008404,0,0,0,0,0,0,0,1,0,0,0,1,0,43.008404,0,0,0,43.008404,0,0,0,0,0,0,1,0.1128,0,0,0,0,59.994682,0,0,0,0,0,1.0382,0,0,0,0,0,0,0,59.994682,0,0,0,0,0,43.008404,26.521851,0,0,0,0,0,43.008404,0,34.082001,0,0,0
non-sweet,15,N#C,3.526793,1,1,0,0,1,0,0,0,3,0,1,2,0,4.7548876,1.5849625,0,0,1,0,0,1,0,1,0,0,0,3,-1.1106279,-0.44278127,0.33392334,1.2194859,-1.1077124,-0.34124139,0.42983016,1.2055023,-0.90719646,-0.19843531,0.57671392,1.4182512,1.753207,0,0,0,2,0,1,0,0,0,1,1,2,1.0245639,0.57735026,1,1,0.25819889,0,0,0,0,0.7152651,1,0,-0.57673252,-0.30118892,0.13777182,0.74014962,-0.52612144,-0.23552586,0.19189246,0.7561335,-0.28842428,-0.10893067,0.31208014,0.97460812,1.7462182,1.6191568,1.6191568,0.079127006,0.079127006,0.003502524,0,1.0983104,0.76395679,0,14,14,1,0,2,0,0,0.411008,0,0,0,1,0,1,0,-0.121,0.33089,0.85380423,0,1,0,1,0,0,0,0,0,0.17954829,-0.17954829,1,1,0,0,0,33.89946,0,0,0,0,0,0,17.742489,0,0,0,1,0.34356737,0,0,0.65643263,0,51.641953,17.742489,0,0,33.89946,0,0,0,0,0,0,0,1,0,0,0,1,0,51.641953,0,0,0,51.641953,0,1,0,0,0,0,1,0.13978399,0,0,0,31.059357,31.059357,0,0,0,0,0,0.667,0,31.059357,0,0,0,0,31.059357,0,23.790001,1,1,0,1,51.641953,36.375324,17.742489,0,0,0,0,33.89946,17.742489,27.025999,1,0,2
non-sweet,16,OO,2.9375861,1,1,0,0,2,0,0,0,4,2,4,2,0,4,1,0,0,0,0,0,2,0,0,2,0,0,1,-1.7516853,-0.53009957,0.75168526,1.5300996,-1.7723176,-0.51671821,0.78101766,1.5254183,-1.5093786,-0.46553168,0.77225852,1.7284117,0.27041399,0,0,0,3,0,1,1,0,0,3,0,2,0.89442718,0,0,1,0.2,0,0,0,0,1.5546062,1,0,-0.78084177,-0.35267091,0.2706511,0.86286157,-0.81127793,-0.35393202,0.30978724,0.8728227,-0.4947989,-0.23397584,0.24748823,1.0070465,2.4495044,4.4187632,0,-1.1073583,-1.1069509,0.99003267,0,0,0.53002429,-0.000676542,10.169412,14,1.0093542,0.000654957,2,0,0,2,0,0,0,2,2,1,0,-0.70999998,0.70262003,0.51233202,1,1,0,1,0,0,0,0,0,0,0,0,0,36.593269,0,0,0,0,0,0,36.593269,0,0,0,0,0,0,1,0,0,0,1,0,36.593269,0,0,0,36.593269,0,0,0,0,0,0,0,1,0,0,0,1,0,36.593269,0,0,0,36.593269,0,1,1,0,0,0,1,-1.114,56.201912,0,0,0,0,0,0,0,0,0,0.44376001,0,56.201912,0,0,0,0,0,0,40.459999,1,1,0,1,36.593269,20.582705,0,0,0,0,0,0,36.593269,34.014,1,0,2
non-sweet,22,O,2.135586,1,1,0,0,1,0,0,0,3,1,2,1,0,2.7548876,0.91829586,0,0,0,0,0,2,0,0,1,0,0,0,-1.5499492,-0.37982756,0.58506083,1.344716,-1.6927547,-0.74271828,0.20011827,1.1357548,-1.3035619,-0.34152064,0.60148066,1.5254419,0.27041399,0,0,0,2,0,0,0,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,1.3919388,0,0,-0.76118904,-0.22357419,0.26880744,0.71595579,-0.83356404,-0.56298804,-0.13961197,0.43656406,-0.44690558,-0.16263519,0.26259521,0.8287856,1.2327621,2.5378661,0,-0.49151933,-0.49151933,0.69404006,0,0,0.34992719,0,14,14,1,0,0,0,0,0,0,0,0,1,2,1,0,-0.061999999,0.26062,0.40577829,0,1,0,1,0,0,0,0,0,0,0,0,0,24.630085,0,0,0,0,0,0,24.630085,0,0,0,0,0,0,1,0,0,0,1,0,24.630085,0,0,0,24.630085,0,0,0,0,0,0,0,1,0,0,0,1,0,24.630085,0,0,0,24.630085,0,0,0,0,0,0,1,-0.8247,39.770565,0,0,0,0,0,0,0,0,0,0.36138001,0,0,0,39.770565,0,0,0,0,0,0,0,0,0,24.630085,11.49404,0,0,0,0,0,0,24.630085,18.014999,0,0,0
non-sweet,24,P(=O)(O)(O)O,8.8383789,0,0,2,3,4,0,0,0,8,4,8,5,0,11.245112,1.4056391,0,0,0,0,0,3,0,0,4,1,0,3.0237157,-2.1551702,-0.86767918,0.82853425,2.2726049,-2.2209597,-1.2602367,0.52726036,2.4210892,-1.8815304,-0.70860052,0.93906152,2.5477874,11.717621,0,0,0,7,0,4,2,0,0,7,0,4.5,3.0915298,0,0,2,2.3477225,0,0,0,0,1.5384476,2,0,-0.67524415,-0.53423846,0.26079911,1.4955622,-1.2940127,-0.7534501,-0.014156179,1.5980314,-0.40552032,-0.32033601,0.32831094,1.7392356,3.9852891,9.9521379,0,-1.592247,-1.7053882,0.86407465,1.357668,0,1.7902864,-2.0388582,-3.0609329,14,1.1795121,19.635363,5,1,0,7.1550317,1.5854893,0,2.2688451,4,3,1,0,-1.734,1.1696,1.5194881,0,1,0,1,0,0,0,0,0,0.47453421,-0.47453421,1,0.25,0,0,0,0,0,0,18.713068,0,0,62.916546,0,0,0,0,0.77075636,0.77075636,0,0.22924362,0.22924362,0.22924362,62.916546,62.916546,0,18.713068,18.713068,18.713068,0.5,1,0,0,0,0,1,0,0,0,1,0,81.629616,0,0,0,81.629616,0,1,1,0,0,0,0,-1.9988,86.354675,0,0,0,0,0,0,0,0,16.694841,1.35764,22.433765,63.920906,0,0,0,0,0,16.694841,77.760002,0.90438145,3,0.9709506,4.25,81.629616,61.731056,0,0,0,0,0,18.713068,62.916546,97.993996,16,0,20
non-sweet,30,[SH0](=O)=O,4.5040002,1,1,0,0,2,0,0,0,3,0,2,3,0,2.7548876,0.91829586,0,0,0,0,0,0,0,0,2,0,1,1.9756047,-1.1547049,-0.57894653,0.2878792,1.4457723,-1.3687454,-0.58240241,0.2414715,1.1028763,-0.86306477,-0.23989615,0.60588098,1.6742666,4.1960001,0,0,0,2,1,2,0,0,0,1,0,2.7071068,2.0412414,0,0,1.4142135,1,0,0,0,0,1.4819586,2,0,-0.49711838,-0.4664177,0.015350353,0.94818574,-0.68441433,-0.47563976,-0.047312729,0.6005668,-0.19233233,-0.12189473,0.32951546,1.1618983,2.5487523,0,0,0.93380225,0.93380225,-0.95668358,0,1.018113,1.1481203,0,14,14,1,0,3,2,0,3.7781577,3.0354316,0,3.8227801,2,0,1,0,-1.084,-0.54421997,1.1116277,0,1,0,1,0,0,0,0,0,0.58213466,-0.58213466,1,0.5,0,0,0,0,0,0,29.760586,0,0,0,0,0,32.016521,0,0,0.51825869,0.51825869,1,0.48174131,0.48174131,0,32.016521,32.016521,61.777107,29.760586,29.760586,0.5,1,0,0,0,0,1,0,0,0,1,0,61.777107,0,0,0,61.777107,0,1,1,0,0,0,0,-0.4551,0,24.085844,55.771828,0,0,0,0,0,0,0,0.88288999,45.062454,0,0,0,0,0,0,34.795216,34.139999,0.99107605,2,0.91829586,2.5,61.777107,43.229275,32.016521,0,0,0,0,29.760586,32.016521,64.064003,4,0,6
non-sweet,58,[K+].[Cl-],45.580002,1,1,0,0,0,1,0,1,2,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-0.33333334,0.33333334,1,-2.9960001,-1.9973333,-0.99866664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.256999,0,0,0,0,0,0,0,0,0.97489113,2,0,-1.0307764,-0.34359214,0.34359214,1.0307764,-3.0167179,-2.0042393,-0.99176073,0.02071788,-0.25,-0.083333336,0.083333336,0.25,3.2737,0,0,1.8155246,1.8155246,-7.1872501,0,0,10.235445,0,14,14,1,0,0,0,0,0,0,0,0,0,0,1,0,0.86699998,-0.4862,11.68611,0,2,0,1,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,67.055405,0,0,0,0,0,0,41.168686,0,0.38040221,0.38040221,1,0.61959779,0.61959779,0,41.168686,41.168686,108.22409,67.055405,67.055405,0,0,0,0,0,0,1,0,0,0,1,0,108.22409,0,0,0,108.22409,0,2,1,0,0,0,1,-2.9960001,52.501492,0,67.055412,0,0,0,0,0,0,0,0,119.5569,0,0,0,0,0,0,0,0,0,0,0,1,108.22409,76.4711,0,41.168686,67.055405,0,0,0,0,74.550995,2,0,0
non-sweet,122,O=C([O-])[O-].[Ca+2],26.966,1,1,0,0,0,3,0,1,5,0,0,5,0,6.854753,1.3709506,0,0,1,0,0,0,0,0,3,0,0,0,-1.9578731,-0.65236181,0.62427723,2,-2.3697393,-0.884,0.029244505,1.2048725,-1.3460934,2.31E-18,0.020776849,1.8545282,2.8740001,0,0,0,3,1,3,0,0,0,2,0,3.5773504,4.6402206,0.5,0.57735026,1.7320508,0.61237246,0,0,0,0,1.2543945,5,0,-0.97118467,-0.81236184,0.12364836,2.0042548,-1.492296,-1.0847086,-0.095176399,0.81512332,-0.36008698,-0.15111786,-0.046515431,1.196137,12.4743,0,0,0.33641392,-1.1073967,-3.3620322,0,1.3672391,6.1283941,1.0000268,14,2.1360235,1.0006168,6.6769099,8.8888893,4,0,9.8943434,4.5989885,0,9.1007948,3,0,1,0,0.185,0.22823,6.7585044,0,2,0,1,0,0,0,0,0,2,-2,1,0.32618091,0,0,0,0,0,0,48.768829,20.958479,0,0,0,0,0,40.700764,0.18979304,0.55836564,0.36857262,0.81020695,0.44163436,0.44163436,20.958479,61.659241,40.700764,89.469589,48.768829,48.768829,0,0,0,0,0,0,1,0,0,0,1,0,110.42807,0,0,0,110.42807,0,5,1,0,0,0,0.2,-2.447,85.366684,0,48.768829,0,0,0,0,0,0,23.862217,0.53960001,157.99773,0,0,0,0,0,0,0,63.189999,0.79504025,2.5849626,1.5709506,4.0497546,110.42807,79.788292,40.700764,40.700764,48.768829,0,0,20.958479,40.700764,100.086,29,0,12
non-sweet,124,O=C([O-])[O-].[Na+].[Na+],51.366001,1,1,0,0,0,3,0,2,6,0,0,6,0,8.7548876,1.4591479,0,0,1,0,0,0,0,0,3,0,0,-0.5761103,-1.9578731,-0.65236181,1,1.2625967,-2.3697393,-0.442,0.014622252,1.2048725,-1.3460934,0,0.010388425,1.8545282,2.8740001,0,0,0,3,1,3,0,0,0,2,0,3.5773504,7.7247448,0.5,0.57735026,1.7320508,0.61237246,0,0,0,0,0.70177364,6,0,-0.97129768,-0.81236184,0.71303731,1.0403543,-1.4922596,-0.68316048,-0.009964213,0.81511527,-0.35990471,-0.14223504,-0.010332296,1.1960764,12.4743,0,0,2.6843679,1.2405573,-7.844975,0,1.3672391,11.607658,1.0000268,14,2.1360235,1.0006168,6.6769099,16.666666,8.8888893,0,22.451218,12.789826,0,47.857864,3,0,1,0,0.185,0.22823,13.017715,0,3,0,1,0,0,0,0,0,2,-2,0.5,0.32618091,0,0,0,0,0,0,134.11081,20.958479,0,0,0,0,0,40.700764,0.10705661,0.31495747,0.20790085,0.89294338,0.6850425,0.6850425,20.958479,61.659241,40.700764,174.81157,134.11081,134.11081,0,0,0,0,0,0,1,0,0,0,1,0,195.77005,0,0,0,195.77005,0,6,1,0,0,0,0.33333334,-2.447,85.366684,0,134.11082,0,0,0,0,0,0,23.862217,0.53960001,243.33972,0,0,0,0,0,0,0,63.189999,0.65002245,2.5849626,1.3709506,4.6663599,195.77005,151.02875,40.700764,40.700764,134.11081,0,0,20.958479,40.700764,105.988,63,0,12
non-sweet,135,O=C([O-])[O-].[K+].[K+],90.966003,1,1,0,0,0,3,0,2,6,0,0,6,0,8.7548876,1.4591479,0,0,1,0,0,0,0,0,3,0,0,-0.5761103,-1.9578731,-0.65236181,1,1.2625967,-2.3697393,-0.442,0.014622252,1.2048725,-1.3460934,0,0.010388425,1.8545282,2.8740001,0,0,0,3,1,3,0,0,0,2,0,3.5773504,9.9709558,0.5,0.57735026,1.7320508,0.61237246,0,0,0,0,0.915084,6,0,-0.97129768,-0.81236184,0.71303731,1.0403543,-1.4922596,-0.68316048,-0.009964213,0.81511527,-0.35990471,-0.14223504,-0.010332296,1.1960764,12.4743,0,0,2.6843679,1.2405573,-13.597049,0,1.3672391,20.500235,1.0000268,14,2.1360235,1.0006168,6.6769099,16.666666,8.8888893,0,36.972401,23.135229,0,142.56082,3,0,1,0,0.185,0.22823,22.893465,0,3,0,1,0,0,0,0,0,2,-2,0.5,0.32618091,0,0,0,0,0,0,134.11081,20.958479,0,0,0,0,0,40.700764,0.10705661,0.31495747,0.20790085,0.89294338,0.6850425,0.6850425,20.958479,61.659241,40.700764,174.81157,134.11081,134.11081,0,0,0,0,0,0,1,0,0,0,1,0,195.77005,0,0,0,195.77005,0,6,1,0,0,0,0.33333334,-2.447,85.366684,0,134.11082,0,0,0,0,0,0,23.862217,0.53960001,243.33972,0,0,0,0,0,0,0,63.189999,0.65002245,2.5849626,1.3709506,4.6663599,195.77005,151.02875,40.700764,40.700764,134.11081,0,0,20.958479,40.700764,138.20399,63,0,12
