type,sweet molecule id,mol,value,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
sweet,22047,O=S1(=O)OC(C)=CC(=O)N1,15600,17.581964,0,0,1,1,4,0,0,0,15,1,5,10,3,30.993719,2.0662479,0,0,4,0,0,5,0,1,4,0,1,2.5379012,-2.3599243,-0.55278504,0.39100727,2.4606144,-2.5921121,-0.49596846,0.40229592,2.3819685,-2.0776167,-0.30585408,0.58021134,2.7701979,15.476035,0,0,0,15,2,10,2,0,0,13,0,7.776021,5.9350882,2.5773504,2.8618073,4.4948006,3.847971,1.0773503,1.3938469,0,0,1.1115005,4,0,-0.75331825,-0.40730703,-0.026008153,2.0080962,-1.144094,-0.47737595,-0.009900559,1.9539802,-0.47972032,-0.18767036,0.12513317,2.2897644,4.6763172,7.4365873,2.5533223,0.50555968,0.052977581,-1.1415108,1.4418654,2.1307018,3.4675155,-0.99708623,4.4657211,14,1.0203611,5.9564142,8.1000004,2.5599999,2.2857144,7.51439,2.3532014,2.0853293,1.7682874,5,1,1,0,-0.34799999,-0.84654999,3.3123007,0,1,6,1,1,0,0,0,0,0.63966322,-0.63966322,0.51746678,0.76823264,45.216946,8.458519,0,12.949531,0,0,15.105593,40.091728,0,4.945097,0,0,0,13.566921,0.79568428,0.41760093,0.096675709,0.20431574,0.58239907,0.10764004,111.66182,58.603748,13.566921,28.672514,81.730583,15.105593,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,140.33434,0,0,0,140.33434,0,3,0,1,0,0,0.2,-0.71859998,16.404997,53.430473,40.752254,0,0,5.2434282,0,17.643185,0,33.326015,3.19045,80.579315,0,16.404997,5.2434282,0,17.643185,5.2587838,41.670639,72.470001,0.72192812,4.321928,1.9717262,6.3525534,140.33434,142.25185,50.528542,0,0,8.0752068,53.675465,28.055124,58.603748,163.153,109,11,50
sweet,22006,ClCC1C(Cl)C(O)[C@@](OC2C(O)C(O)C(Cl)C(CO)O2)(CO)O1,16000,46.745068,0,0,3,5,8,0,0,0,42,5,13,23,13,73.992271,1.7617208,0,0,12,3,0,19,0,0,8,0,0,2.1772697,-2.7098658,-0.61134249,0.71756703,2.8332398,-2.8948359,-0.64867628,0.55607408,2.6500082,-2.5081899,-0.47783765,0.82096875,3.0216596,27.778933,5,0.20833333,0,43,0,24,4,5,0.20833333,43,0,17.361443,14.102615,7.2401223,7.2401223,10.806897,8.3279257,3.4587252,3.4587252,9,8,1.1183082,10,0,-0.79206431,-0.39318299,0.14222732,2.8008046,-0.95457673,-0.47486871,0.059225801,2.6912796,-0.52932048,-0.2418191,0.25121585,2.99699,10.98912,14.938233,7.6899452,-0.68211448,-0.68203467,-1.0095779,0,0,7.9374523,-0.000326002,10.486638,14,1.0033278,0.000194383,19.326389,7.4861112,3.3833141,23.100485,9.020915,4.1019282,9.0603266,8,5,1,0,-0.62199998,-1.53597,8.0122137,1,1,11,1,2,8,0,0,0,2.3730488,-2.3730488,0.11426935,0.1390752,0,0,27.159195,16.917038,69.492508,15.817043,0,0,0,88.745842,0,67.834602,0,7.5112681,0.45258009,0.55912876,0.25673476,0.54741991,0.44087124,0.29068515,132.82207,164.09172,75.345871,160.65543,129.38579,85.309547,0.5,1,0,0,0,0,1,0,0,0,1,0,293.47751,0,0,0,293.47751,0,5,1,2,0,0,0.65217394,-1.6561,126.92613,0,83.321068,61.035954,0,0,0,0,0,117.44593,7.9544001,32.999664,126.92613,0,50.321404,0,0,61.035954,117.44593,128.84,0.43892586,5.5849624,3.0969872,8.7863045,293.47751,338.44247,7.5112681,0,0,0,202.31458,15.817043,75.345871,397.63498,1110,43,120
sweet,22080,O=C(OC1C(O)C(O)C(O)C(CO)O1)[C@]1(C)[C@@H]2[C@](C)([C@@H]3[C@@]4(CC(=C)[C@@](O[C@@H]5C(O[C@@H]6C(O)C(O)C(O)C(CO)O6)C(O)C(O)C(CO)O5)(C4)CC3)CC2)CCC1,18500,121.32358,0,0,3,5,17,0,0,0,116,11,28,56,34,166.63246,1.4364867,0,0,38,0,0,60,0,0,18,0,0,1.0981634,-2.989403,-0.66134346,0.70672667,2.9967682,-2.94736,-0.64483076,0.54950827,3.0745864,-2.7405272,-0.5126732,0.82158256,3.2476292,78.046417,9,0.14516129,0,122,2,62,2,10,0.16129032,120,0,40.697578,31.78443,24.007343,24.454937,26.395521,19.861591,13.877922,14.233765,21,13,0.92470622,22,0,-0.79701906,-0.42959636,0.10098786,3.6504099,-0.95593756,-0.41068873,-0.006212595,3.6885154,-0.53827232,-0.27008307,0.19546562,3.8630412,22.359957,32.608013,16.677948,-1.6494724,-1.6494724,-2.2351303,0,1.6470823,19.370916,0,14,14,1,0,44.06868,16.363636,7.2503285,42.744091,15.862828,7.0257044,12.107896,18,11,0,3,-2.5262599,-3.70399,18.801033,0,1,37,0,7,16,5,0,0,4.5807085,-4.5807085,0.060238473,0.071959116,205.51044,0,0,25.375559,142.30209,58.833996,0,31.616989,0,0,0,149.23613,16.070677,12.518781,0.40922439,0.32650679,0.27721804,0.59077561,0.67349321,0.31355757,262.50299,209.44258,177.82559,378.96167,432.02209,201.13609,0.5,1,0,0,0,0,1,0,0,0,1,0,641.46466,0,0,0,641.46466,0,11,1,7,0,0,0.58928573,-2.9381001,279.23749,7.7454643,193.06483,62.778774,8.8215923,3.185575,0,0,169.81564,98.752823,18.63958,89.861542,279.23749,8.8215923,106.38887,0,169.81564,70.524239,98.752823,294.98001,0.24018288,6.9541965,4.2316418,11.326303,641.46466,805.01239,26.085701,0,0,0,404.80508,61.337753,175.32184,804.88,13227,123,322
sweet,22007,ClC[C@]1(OC2C(O)C(O)C(Cl)C(CCl)O2)C(O)C(O)C(CCl)O1,20000,47.456272,0,0,3,5,7,0,0,0,41,4,11,23,14,73.929947,1.8031695,0,0,12,4,0,18,0,0,7,0,0,2.1772697,-2.7062168,-0.45704156,0.64299297,2.8348155,-2.8866806,-0.51196969,0.51858377,2.6464298,-2.5015996,-0.3599464,0.74132663,3.0207293,27.105726,5,0.20833333,0,42,0,24,4,5,0.20833333,42,0,17.361443,14.789295,7.2401223,7.2401223,10.806897,8.9025831,3.4587252,3.4587252,9,8,1.1360905,10,0,-0.78477651,-0.34250939,0.10195626,2.7920589,-0.96125895,-0.44005331,0.15511033,2.6910539,-0.52696609,-0.21423027,0.2472529,2.9918039,10.052988,13.55899,7.5789318,0.40685123,0.40695077,-1.9212021,0,0,8.1619806,-0.000417105,10.379574,14,1.0042051,0.000248715,19.326389,7.4861112,3.3833141,24.45982,9.5756159,4.3623018,10.183384,7,4,1,0,0.62599999,-2.5037899,8.3367062,1,1,11,1,2,8,0,0,0,2.2685399,-2.2685399,0.11950356,0.14529103,0,0,40.759148,35.036739,34.942623,14.708499,0,0,0,118.32779,0,54.267685,0,7.5112681,0.63531762,0.58944374,0.20218685,0.36468241,0.41055629,0.16249554,194.12367,180.10674,61.778954,111.43008,125.44701,49.651123,0.5,1,0,0,0,0,1,0,0,0,1,0,305.55374,0,0,0,305.55374,0,5,1,2,0,0,0.65217394,-0.40959999,101.54091,0,85.063889,57.550312,0,0,0,0,0,156.59457,8.3178196,32.999664,101.54091,0,52.064224,0,0,57.550312,156.59457,108.61,0.43892586,5.5849624,3.0969872,8.7863045,305.55374,350.26874,7.5112681,0,0,0,227.95775,15.817043,61.778954,416.08099,1110,43,120
sweet,22022,O=C(O)[C@@]1(C)C[C@H]2[C@@](C)(CC[C@@]3(C)[C@]4(C)[C@@H](C(=O)C=C23)[C@@]2(C)[C@H](C(C)(C)C(O[C@H]3C(O[C@H]5C(O)C(O)C(O)C(C(=O)O)O5)C(O)C(O)C(C(=O)O)O3)CC2)CC4)CC1.[Na].[Na],20000,176.62675,0,0,3,5,16,0,0,0,124,11,27,60,36,185.84302,1.498734,0,0,42,0,0,64,0,0,16,0,0,1.1986411,-3.0113649,-0.5096041,0.53482711,2.9839787,-2.9592402,-0.50311643,0.43442497,3.055855,-2.7592838,-0.32571658,0.60297751,3.2375827,125.14125,7,0.109375,0,128,5,64,2,7,0.109375,123,0,42.869148,34.367908,27.524216,28.040724,26.769707,20.744316,16.080387,16.575516,19,9,0.83909637,60,0,-0.79974085,-0.42668992,0.074831434,3.7861893,-0.95752132,-0.39173934,-0.007296789,3.8444667,-0.54201812,-0.24034104,0.16086428,4.0057983,19.230442,34.760078,14.108492,5.7361083,4.5818872,-13.702394,0,4.4752116,31.467569,-0.9890734,-14,14,1.0665551,69.404152,50.991211,17.335663,7.8791914,49.441948,16.800018,7.6329517,13.843761,16,8,0,3,2.2407401,-8.2706499,31.999746,0,3,38,0,7,11,5,0,0,3.9297166,-3.9297166,0.084186345,0.084268816,502.47198,2.2085397,8.458519,8.458519,67.668152,29.416998,44.125496,136.31935,0,40.700764,0,67.834602,54.267685,10.015024,0.6737687,0.20890348,0.15768898,0.32623133,0.79109651,0.16854236,564.5069,175.02661,132.11731,273.32797,662.80823,141.21065,0,0,0,0,0,0,1,0,0,0,1,0,837.83484,0,0,0,837.83484,0,60,1,7,0,0,0.30000001,2.2456,126.92613,28.924004,348.83008,76.155678,13.232388,3.185575,0,17.643185,169.81564,233.2821,19.94384,273.55923,126.92613,89.388069,78.456421,0,187.45883,28.924004,233.2821,267.04001,0.22152956,7,4.2587986,11.160002,837.83484,961.06482,23.581945,0,0,0,448.90494,216.11183,172.81807,870.93799,20919,135,342
sweet,22050,O=C(O)[C@]1(C)C[C@@H]2[C@](C)(CC[C@]3(C)[C@@]4(C)[C@H](C(=O)C=C23)[C@]2(C)[C@H](C(C)(C)C(O[C@@H]3C(O[C@H]5C(O)C(O)C(O)C(C(=O)O)O5)C(O)C(O)C(C(=O)O)O3)CC2)CC4)CC1.N,20000,131.19354,0,0,3,5,17,0,0,0,124,12,29,59,36,180.3891,1.4547508,0,0,42,0,0,65,0,1,16,0,0,1.1539952,-3.0113649,-0.48300523,0.50569916,2.9839787,-2.9592402,-0.45531601,0.4167968,3.055855,-2.7592838,-0.29378065,0.55992138,3.2375827,80.574455,7,0.109375,0,129,5,64,2,7,0.109375,124,0,42.869148,35.075016,27.524216,28.040724,26.769707,20.744316,16.080387,16.575516,19,9,0.88701719,59,0,-0.81712294,-0.42381486,0.057858814,3.7861893,-0.95752132,-0.38184828,-0.003871105,3.8444667,-0.54201812,-0.22277102,0.12610336,4.0057983,21.2356,31.850441,14.108492,-1.4867219,2.2141988,-5.2731152,0,4.4752116,21.20027,-1.989828,3.9921463,10.589385,1.0731527,16.035946,48.456055,16.459253,7.47403,44.907772,15.233511,6.9109359,11.594967,17,11,0,3,1.91074,-7.2399001,20.672056,0,2,38,0,7,11,5,0,0,3.9297166,-3.9297166,0.084186345,0.084268816,398.16357,2.2085397,8.458519,8.458519,67.668152,29.416998,44.125496,32.010944,0,40.700764,0,67.834602,54.267685,10.015024,0.62737817,0.23860984,0.18011254,0.37262183,0.76139015,0.19250929,460.19846,175.02661,132.11731,273.32797,558.49982,141.21065,0,0,0,0,0,0,1,0,0,0,1,0,733.52643,0,0,0,733.52643,0,59,1,7,0,0,0.28813559,2.4075999,126.92613,28.924004,214.71927,76.155678,13.232388,50.9692,0,17.643185,169.81564,233.2821,20.446051,139.44841,126.92613,89.388069,78.456421,0,187.45883,76.707626,233.2821,267.04001,0.22728641,7,4.2559185,11.248617,733.52643,873.09808,23.581945,0,0,0,448.90494,82.001015,202.62048,839.97296,17321,135,342
sweet,22051,O=C(OC)C(NC(=O)C(N)CC(=O)O)Cc1ccccc1,20000,42.852276,0,0,2,4,5,0,6,0,39,4,9,21,11,64.159424,1.6451135,0,0,14,0,0,18,0,2,5,0,0,2.5226054,-2.5432665,-0.53061908,0.57760328,2.5927744,-2.8140571,-0.4968271,0.60162342,2.4449298,-2.2914238,-0.39504194,0.70123738,2.8318818,24.467726,7,0.33333334,6,39,3,21,3,9,0.42857143,30,0,15.828063,11.613222,8.4556656,9.4138489,9.9347591,6.3319974,4.0116372,5.1161566,2,2,0.86132878,11,0,-0.81466621,-0.40024006,0.078257337,2.5145469,-1.3636259,-0.37995088,0.10073482,2.4613974,-0.50168252,-0.22111547,0.17079124,2.7580826,8.313448,14.140401,6.972414,0.20902832,0.52411705,-2.0110402,0,5.9878454,7.7107549,-0.56036347,6.8936677,10.101515,2.0482161,3.1314569,19.047619,9.9039783,7.1999998,14.304854,7.322803,5.2599206,4.988173,7,4,1,0,-0.018999999,-1.56977,7.6786485,0,1,6,1,1,7,0,0,0,1.6180516,-1.6180516,0.18754409,0.18367109,0,15.808495,15.808495,49.057533,0,27.65803,14.708499,81.251015,0,31.30941,0,5.6825762,43.204517,0,0.67923623,0.56750089,0.17184204,0.32076377,0.43249911,0.14892173,193.23494,161.44753,48.887096,91.253624,123.04105,42.366531,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,284.48856,0,0,0,284.48856,0,6,0,1,0,0,0.14285715,-0.31112999,50.90794,20.749712,90.550476,25.385227,3.185575,54.252274,0,88.215919,18.868406,0,7.4320898,82.58654,0,43.395977,11.149512,32.897186,125.95274,20.749712,35.383869,118.72,0.45371634,5.3923173,3.2524941,8.5032482,284.48856,320.62436,27.133842,0,0,5.6825762,161.92554,44.870285,77.692749,294.30701,1000,27,96
sweet,22055,O=C(O)[C@]1(C)C[C@H]2[C@@](C)(CC[C@@]3(C)[C@@]4(C)[C@@H](C(=O)C=C23)[C@]2(C)[C@H](C(C)(C)C(O[C@H]3C(O[C@H]5C(O)C(O)C(O)C(C(=O)O)O5)C(O)C(O)C(C(=O)O)O3)CC2)CC4)CC1,20500,128.09317,0,0,3,5,16,0,0,0,120,11,27,58,36,169.18936,1.4099114,0,0,42,0,0,62,0,0,16,0,0,1.1473124,-3.0113649,-0.49187151,0.51540846,2.9839787,-2.9592402,-0.47124949,0.42267284,3.055855,-2.7592838,-0.30442598,0.57427341,3.2375827,79.274834,7,0.109375,0,126,5,64,2,7,0.109375,121,0,42.869148,34.367908,27.524216,28.040724,26.769707,20.744316,16.080387,16.575516,19,9,0.88650781,21,0,-0.79974085,-0.42477322,0.063516356,3.7861888,-0.95752132,-0.38574231,-0.009205268,3.8444662,-0.54201812,-0.2286277,0.13769034,4.0057979,19.230442,30.760077,14.108492,2.0464115,2.6245148,-5.591825,0,4.4752116,20.698507,-2.9890733,3.4106152,14,1.0665553,11.749911,46.006348,15.612892,7.0874424,42.580193,14.430075,6.5442433,10.593713,16,8,0,3,1.91074,-7.3087502,20.069969,0,1,38,0,7,11,5,0,0,3.9297166,-3.9297166,0.084186345,0.084268816,368.36118,2.2085397,8.458519,8.458519,67.668152,29.416998,44.125496,2.2085397,0,40.700764,0,67.834602,54.267685,10.015024,0.61159778,0.24871485,0.18774024,0.38840222,0.75128514,0.20066197,430.39606,175.02661,132.11731,273.32797,528.69739,141.21065,0.47619048,0.90909094,0,0,0,0,1,0,0,0,1,0,703.724,0,0,0,703.724,0,11,1,7,0,0,0.27586207,2.2456,126.92613,28.924004,214.71927,76.155678,13.232388,3.185575,0,17.643185,169.81564,233.2821,19.94384,139.44841,126.92613,89.388069,78.456421,0,187.45883,28.924004,233.2821,267.04001,0.23327866,7,4.184175,11.436048,703.724,857.7995,23.581945,0,0,0,448.90494,82.001015,172.81807,822.94196,13899,135,342
sweet,22001,ClC[C@]1(OC2C(O)C(O)C(Cl)C(CO)O2)C(O)C(Cl)C(CO)O1,22000,46.745068,0,0,3,5,8,0,0,0,42,5,13,23,13,73.992271,1.7617208,0,0,12,3,0,19,0,0,8,0,0,2.1772697,-2.7091703,-0.60627151,0.71359384,2.8318994,-2.892915,-0.64133734,0.55761844,2.6512506,-2.5066032,-0.47306761,0.81747454,3.0219693,27.778933,5,0.20833333,0,43,0,24,4,5,0.20833333,43,0,17.361443,14.102615,7.2401223,7.2401223,10.806897,8.3279257,3.4587252,3.4587252,9,8,1.1183082,10,0,-0.79211599,-0.39642414,0.13876154,2.7956293,-0.95230561,-0.47263819,0.0563148,2.691725,-0.52637982,-0.23935306,0.2514061,2.994422,11.002171,14.811867,7.7047029,-0.65261114,-0.65252829,-1.0232519,0,0,7.9374523,-0.000333831,10.476328,14,1.0034475,0.000199052,19.326389,7.4861112,3.3833141,23.100485,9.020915,4.1019282,9.0603266,8,5,1,0,-0.62199998,-1.53597,8.0122137,1,1,11,1,2,8,0,0,0,2.373806,-2.373806,0.11422054,0.13884236,0,0,9.0394926,35.036739,70.601051,14.708499,0,0,0,88.745842,0,67.834602,0,7.5112681,0.45258009,0.55912876,0.25673476,0.54741991,0.44087124,0.29068515,132.82207,164.09172,75.345871,160.65543,129.38579,85.309547,0.5,1,0,0,0,0,1,0,0,0,1,0,293.47751,0,0,0,293.47751,0,5,1,2,0,0,0.65217394,-1.6561,126.92613,0,83.321068,61.035954,0,0,0,0,0,117.44593,7.9544001,32.999664,126.92613,0,50.321404,0,0,61.035954,117.44593,128.84,0.43892586,5.5849624,3.0969872,8.7863045,293.47751,338.44247,7.5112681,0,0,0,202.31458,15.817043,75.345871,397.63498,1110,43,120
sweet,22071,O=C(OC1C(O)C(O)C(O)C(CO)O1)[C@@]1(C)[C@H]2[C@](C)([C@H]3[C@]4(CC(=C)[C@](O[C@H]5C(O[C@H]6C(O)C(O)C(O)C(CO)O6)C(O[C@H]6C(O)C(O)C(O)C(CO)O6)C(O)C(CO)O5)(C4)CC3)CC2)CCC1,22500,142.56151,0,0,3,5,22,0,0,0,137,14,36,67,39,199.12367,1.4534575,0,0,44,0,0,70,0,0,23,0,0,1.0621692,-2.9894102,-0.68568206,0.73556495,2.9968441,-2.9610624,-0.66113943,0.56136364,3.0745907,-2.7405453,-0.55140454,0.84150565,3.2476554,92.810493,12,0.16216215,0,144,2,74,2,13,0.17567568,142,0,48.70565,37.536427,27.6012,28.048794,31.631905,23.378609,15.619504,15.975347,26,17,0.94290149,23,0,-0.7969597,-0.43080583,0.10220835,3.7173717,-0.9551934,-0.453082,-0.005672895,3.7404485,-0.53826398,-0.27658635,0.204881,3.9265809,28.616869,40.997799,20.748619,-3.4016581,-3.4016581,-1.7115444,0,1.6470823,22.827887,0,14,14,1,0,53.296566,20.370371,9.1379128,51.958042,19.851011,8.9025154,15.394323,23,14,0,3,-4.6905198,-3.4112201,22.092058,0,1,43,0,8,21,6,0,0,5.8821673,-5.8821673,0.046910416,0.056038003,205.51044,0,0,42.292599,181.27762,73.542496,0,31.616989,0,0,0,189.93689,16.070677,17.526293,0.36873794,0.33671102,0.2949875,0.63126206,0.66328901,0.33627456,279.42001,255.15085,223.53386,478.35397,502.62314,254.82011,0.47826087,0.91666669,0,0,0,0,1,0,0,0,1,0,757.77399,0,0,0,757.77399,0,12,1,8,0,0,0.65671641,-5.1139002,355.39316,7.7454643,249.46571,83.705032,8.8215923,3.185575,0,0,169.81564,98.752823,21.90292,111.86132,355.39316,8.8215923,140.78998,0,169.81564,91.4505,98.752823,374.13,0.20907174,7.2094536,4.3151708,11.86669,757.77399,950.74719,31.093214,0,0,0,460.69763,76.046249,221.03011,967.021,20680,146,382
sweet,22028,O=C1c2c(OC(c3ccc(OC4C(O)C(O)C(O)C(CO)O4)cc3)C1)cc(O)cc2,25000,58.847446,0,0,3,5,9,0,12,0,52,5,14,30,19,77.547379,1.4912957,0,0,21,0,0,22,0,0,9,0,0,1.2792668,-2.7067232,-0.67162037,0.70331782,2.7815757,-2.9097919,-0.6515708,0.60509133,2.6292934,-2.5098827,-0.49986199,0.8550998,2.9609804,30.756554,4,0.12121212,12,55,1,33,2,4,0.12121212,42,0,21.413485,15.788828,11.919767,13.292164,14.367413,9.4710722,6.6014595,8.3240643,6,6,0.90140361,15,0,-0.79170245,-0.48201984,0.098092921,2.7333229,-0.9550668,-0.40990663,0.13950905,2.7661705,-0.52231753,-0.2394933,0.23972026,2.9665546,10.412887,16.491844,8.6912012,0.68577957,0.64224148,-2.7123139,0,7.6265502,10.488689,-0.21876633,7.5528007,14,1.6910373,0.14718173,23.168043,9.8680553,5.0101776,19.033379,8.0489368,4.065835,5.1066155,9,5,1,0,0.389,-2.5893099,10.248306,0,1,23,1,4,7,1,0,0,2.3050003,-2.3050003,0.11878639,0.14223856,97.059509,34.934074,24.267014,25.375559,47.434032,14.708499,0,0,0,0,13.566921,54.267685,13.566921,7.5112681,0.586739,0.26725298,0.2264737,0.41326097,0.73274702,0.18678726,195.20308,88.912796,75.345871,137.4884,243.77869,62.142532,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,332.69147,0,0,0,332.69147,0,8,1,4,0,0,0.86666667,0.37290001,148.9259,5.6876111,45.400986,20.926258,30.233366,0,0,123.50229,25.337055,15.730285,10.13715,34.862103,148.9259,0,62.971184,0,142.3707,26.613869,0,145.91,0.37824166,6.044394,3.7410316,9.4893122,332.69147,439.56113,21.07819,0,0,0,220.61166,23.167019,88.912796,418.39798,2712,53,162
sweet,22043,O=S1(=O)OC(C)=C(CC)C(=O)N1,25000,23.769136,0,0,1,1,4,0,0,0,21,1,5,12,5,40.199566,1.914265,0,0,6,0,0,9,0,1,4,0,1,2.6584456,-2.4745803,-0.32609063,0.18588009,2.515851,-2.6102154,-0.42492461,0.2348095,2.5510695,-2.2066879,-0.062528186,0.29374361,2.8159893,19.848864,1,0.083333336,0,21,2,12,2,1,0.083333336,19,0,9.3533716,7.5648446,4.2071066,4.4391575,5.4603257,4.8312807,2.0606601,2.3593719,0,0,1.0157729,6,0,-0.76346898,-0.35112962,-0.079134963,2.227421,-1.1442361,-0.4448556,-0.016214564,2.2391052,-0.51276356,-0.11736874,0.018073821,2.4961958,4.7017298,7.7020049,2.8388989,1.1843252,0.77448076,-1.7209241,1.4422522,2.1304626,4.3762546,-0.99628931,4.5710697,14,1.0250614,5.8593192,10.083333,3.3950617,2.25,9.4808083,3.172925,2.0928049,2.5068245,5,1,1,0,0.236,-1.37872,4.277544,0,1,6,1,1,1,0,0,0,0.64063799,-0.64063799,0.5166502,0.76758271,76.833931,8.458519,0,12.949531,0,0,15.105593,40.091728,0,4.945097,0,0,0,13.566921,0.83325213,0.3408159,0.078899778,0.16674785,0.6591841,0.087848075,143.27881,58.603748,13.566921,28.672514,113.34758,15.105593,0.5,1,0,0,0,0,1,0,0,0,1,0,171.95132,0,0,0,171.95132,0,3,0,1,0,0,0.33333334,0.0616,16.404997,53.430473,40.752254,0,0,8.4290028,0,0,18.868406,66.652031,4.1138501,80.579315,0,16.404997,8.4290028,0,18.868406,5.2587838,74.996651,72.470001,0.65002245,4.5849624,2.2925317,6.8886652,171.95132,179.30679,50.528542,0,0,8.0752068,85.29245,28.055124,58.603748,191.207,182,17,60
sweet,22063,O(C)c1c(O)cc(NCc2ccccc2)cc1,25000,37.345894,0,0,1,2,2,0,12,0,32,2,4,17,14,46.093674,1.4404273,0,0,14,0,0,15,0,1,2,0,0,1.6682079,-2.4143996,-0.62831998,0.66090709,2.3320694,-2.3264084,-0.53022516,0.76341951,2.4989381,-2.0875187,-0.46822011,0.82052964,2.657604,18.974106,4,0.22222222,12,33,0,18,2,4,0.22222222,21,0,12.087576,9.6813707,8.3259087,9.6733618,8.2920246,5.4418035,4.0022707,5.6910715,0,0,0.7606836,11,0,-0.82156289,-0.40877891,0.072511978,2.3290782,-0.9114387,-0.2829318,0.15576087,2.5073674,-0.48347157,-0.21197557,0.1814988,2.6286681,2.9621801,7.0019145,3.9019568,2.5601254,2.5604374,-2.9780915,0,6.7154598,6.7663989,-0.004635782,9.3318586,14,1.029978,0.002770116,13.432098,6.8052931,4,9.5971432,4.7501807,2.7402933,2.6816568,3,2,1,0,3.0239999,-2.63767,6.8349061,0,1,12,1,2,4,0,0,0,0.71215284,-0.71215284,0.25449133,0.45721972,47.425484,6.6995511,28.758026,44.116947,0,0,0,81.251015,0,0,19.249496,0,0,2.503756,0.98911428,0.44783631,0.010885694,0.010885694,0.55216372,0,227.50052,103.00426,2.503756,2.503756,127.00001,0,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,230.00427,0,0,0,230.00427,0,6,0,2,0,0,0.47058824,3.2793,36.385113,18.01075,0,0,3.185575,35.383869,0,141.14548,0,31.683182,6.8632498,0,36.385113,0,13.672431,20.767498,159.58505,0,35.383869,41.490002,0.54234898,5.1699252,3.1960435,7.8325543,230.00427,281.53491,2.503756,0,0,5.6825762,208.25102,0,21.753254,229.27899,588,22,82
